ngram,count,label,n
result,569,SUPPORT,1
actions,568,SUPPORT,1
moral,567,SUPPORT,1
things,562,SUPPORT,1
problem,555,SUPPORT,1
unpredictable,550,SUPPORT,1
around,546,SUPPORT,1
think,540,SUPPORT,1
up,537,SUPPORT,1
emotions,532,SUPPORT,1
god,526,SUPPORT,1
take,523,SUPPORT,1
where,518,SUPPORT,1
know,508,SUPPORT,1
person's,508,SUPPORT,1
understanding,505,SUPPORT,1
harm,503,SUPPORT,1
society,502,SUPPORT,1
include,500,SUPPORT,1
feelings,495,SUPPORT,1
sense,489,SUPPORT,1
activities,489,SUPPORT,1
morally,488,SUPPORT,1
therefore,485,SUPPORT,1
act,485,SUPPORT,1
seen,480,SUPPORT,1
causes,478,SUPPORT,1
family,478,SUPPORT,1
care,474,SUPPORT,1
illness,465,SUPPORT,1
process,464,SUPPORT,1
serious,462,SUPPORT,1
including,446,SUPPORT,1
provide,444,SUPPORT,1
answer,443,SUPPORT,1
psychological,441,SUPPORT,1
cannot,440,SUPPORT,1
voting,436,SUPPORT,1
believe,434,SUPPORT,1
body,423,SUPPORT,1
different,421,SUPPORT,1
medical,420,SUPPORT,1
good,416,SUPPORT,1
reason,415,SUPPORT,1
abuse,413,SUPPORT,1
find,409,SUPPORT,1
considered,407,SUPPORT,1
overall,404,SUPPORT,1
situations,400,SUPPORT,1
deficient,399,SUPPORT,1
contagious,398,SUPPORT,1
brain,398,SUPPORT,1
skills,396,SUPPORT,1
lives,391,SUPPORT,1
now,386,SUPPORT,1
mood,382,SUPPORT,1
want,378,SUPPORT,1
stress,378,SUPPORT,1
question,376,SUPPORT,1
certain,369,SUPPORT,1
potential,368,SUPPORT,1
fear,363,SUPPORT,1
needs,363,SUPPORT,1
disease,363,SUPPORT,1
see,362,SUPPORT,1
affects,360,SUPPORT,1
ways,360,SUPPORT,1
factors,360,SUPPORT,1
another,356,SUPPORT,1
drug,354,SUPPORT,1
conditions,353,SUPPORT,1
harmful,353,SUPPORT,1
firstly,350,SUPPORT,1
means,349,SUPPORT,1
conclusion,348,SUPPORT,1
environment,344,SUPPORT,1
inability,342,SUPPORT,1
words,341,SUPPORT,1
healthy,339,SUPPORT,1
personality,338,SUPPORT,1
something,336,SUPPORT,1
community,334,SUPPORT,1
sinful,332,SUPPORT,1
aggressive,331,SUPPORT,1
anger,331,SUPPORT,1
comical,331,SUPPORT,1
suffer,330,SUPPORT,1
it's,327,SUPPORT,1
attention,325,SUPPORT,1
personal,325,SUPPORT,1
don't,324,SUPPORT,1
explain,323,SUPPORT,1
associated,318,SUPPORT,1
function,317,SUPPORT,1
possible,316,SUPPORT,1
thoughts,316,SUPPORT,1
loss,314,SUPPORT,1
severe,311,SUPPORT,1
type,310,SUPPORT,1
struggle,310,SUPPORT,1
information,309,SUPPORT,1
trouble,306,SUPPORT,1
form,306,SUPPORT,1
safety,305,SUPPORT,1
caused,303,SUPPORT,1
incompetent,303,SUPPORT,1
makes,303,SUPPORT,1
day,302,SUPPORT,1
food,302,SUPPORT,1
em,301,SUPPORT,1
addiction,299,SUPPORT,1
eating,299,SUPPORT,1
communicate,297,SUPPORT,1
character,297,SUPPORT,1
usually,295,SUPPORT,1
consider,292,SUPPORT,1
h3,291,SUPPORT,1
impulsive,290,SUPPORT,1
informed,289,SUPPORT,1
effectively,289,SUPPORT,1
sin,289,SUPPORT,1
case,287,SUPPORT,1
feeling,287,SUPPORT,1
seek,287,SUPPORT,1
leading,286,SUPPORT,1
go,284,SUPPORT,1
following,284,SUPPORT,1
theme,283,SUPPORT,1
god's,283,SUPPORT,1
patient,283,SUPPORT,1
state,282,SUPPORT,1
develop,282,SUPPORT,1
world,281,SUPPORT,1
manage,277,SUPPORT,1
common,276,SUPPORT,1
order,276,SUPPORT,1
cognitive,275,SUPPORT,1
high,273,SUPPORT,1
living,272,SUPPORT,1
decision,269,SUPPORT,1
contribute,267,SUPPORT,1
significant,266,SUPPORT,1
development,266,SUPPORT,1
say,266,SUPPORT,1
related,265,SUPPORT,1
patients,265,SUPPORT,1
justify,263,SUPPORT,1
risky,263,SUPPORT,1
daily,260,SUPPORT,1
excessive,259,SUPPORT,1
wrong,258,SUPPORT,1
pain,253,SUPPORT,1
delusions,251,SUPPORT,1
effects,250,SUPPORT,1
aggression,250,SUPPORT,1
h2,250,SUPPORT,1
difficulties,249,SUPPORT,1
using,249,SUPPORT,1
lot,248,SUPPORT,1
normal,248,SUPPORT,1
finally,246,SUPPORT,1
secondly,244,SUPPORT,1
situation,242,SUPPORT,1
always,241,SUPPORT,1
sex,239,SUPPORT,1
elaborate,238,SUPPORT,1
best,238,SUPPORT,1
activity,238,SUPPORT,1
create,237,SUPPORT,1
identify,236,SUPPORT,1
thinking,236,SUPPORT,1
wrath,236,SUPPORT,1
increased,234,SUPPORT,1
controlling,234,SUPPORT,1
less,232,SUPPORT,1
extreme,231,SUPPORT,1
suffering,231,SUPPORT,1
long,231,SUPPORT,1
several,230,SUPPORT,1
perform,230,SUPPORT,1
crazy,230,SUPPORT,1
drugs,229,SUPPORT,1
engaging,229,SUPPORT,1
therapy,227,SUPPORT,1
bad,225,SUPPORT,1
low,224,SUPPORT,1
going,223,SUPPORT,1
participate,223,SUPPORT,1
cases,223,SUPPORT,1
avoid,222,SUPPORT,1
potentially,222,SUPPORT,1
hard,220,SUPPORT,1
further,220,SUPPORT,1
intense,219,SUPPORT,1
give,218,SUPPORT,1
prone,218,SUPPORT,1
frustration,216,SUPPORT,1
relationship,215,SUPPORT,1
used,214,SUPPORT,1
tend,213,SUPPORT,1
hallucinations,213,SUPPORT,1
tasks,212,SUPPORT,1
beliefs,212,SUPPORT,1
appropriate,211,SUPPORT,1
experiences,209,SUPPORT,1
fact,209,SUPPORT,1
put,209,SUPPORT,1
try,208,SUPPORT,1
specific,206,SUPPORT,1
two,205,SUPPORT,1
based,205,SUPPORT,1
part,205,SUPPORT,1
public,203,SUPPORT,1
individual's,202,SUPPORT,1
maintain,202,SUPPORT,1
stop,201,SUPPORT,1
let's,201,SUPPORT,1
number,200,SUPPORT,1
term,200,SUPPORT,1
friends,198,SUPPORT,1
taking,198,SUPPORT,1
remember,196,SUPPORT,1
characterless,196,SUPPORT,1
aware,195,SUPPORT,1
recognize,195,SUPPORT,1
write,195,SUPPORT,1
sometimes,194,SUPPORT,1
don,192,SUPPORT,1
towards,191,SUPPORT,1
changes,190,SUPPORT,1
episodes,189,SUPPORT,1
isolation,188,SUPPORT,1
professional,188,SUPPORT,1
blame,188,SUPPORT,1
necessary,188,SUPPORT,1
ensure,188,SUPPORT,1
still,187,SUPPORT,1
weight,187,SUPPORT,1
really,185,SUPPORT,1
examples,185,SUPPORT,1
parent,185,SUPPORT,1
financial,185,SUPPORT,1
esteem,183,SUPPORT,1
leads,183,SUPPORT,1
enough,182,SUPPORT,1
substance,181,SUPPORT,1
tics,181,SUPPORT,1
fully,180,SUPPORT,1
medication,180,SUPPORT,1
school,179,SUPPORT,1
everyone,179,SUPPORT,1
speech,179,SUPPORT,1
functioning,178,SUPPORT,1
danger,178,SUPPORT,1
responsibility,178,SUPPORT,1
energy,178,SUPPORT,1
reality,178,SUPPORT,1
distress,176,SUPPORT,1
learn,175,SUPPORT,1
interest,175,SUPPORT,1
please,174,SUPPORT,1
communication,174,SUPPORT,1
require,172,SUPPORT,1
experiencing,172,SUPPORT,1
behaviour,172,SUPPORT,1
language,172,SUPPORT,1
second,171,SUPPORT,1
empathy,170,SUPPORT,1
show,170,SUPPORT,1
seem,170,SUPPORT,1
prevent,169,SUPPORT,1
true,169,SUPPORT,1
focus,169,SUPPORT,1
trying,169,SUPPORT,1
risks,169,SUPPORT,1
found,168,SUPPORT,1
rather,168,SUPPORT,1
thing,168,SUPPORT,1
issue,168,SUPPORT,1
start,167,SUPPORT,1
causing,167,SUPPORT,1
funny,167,SUPPORT,1
according,165,SUPPORT,1
getting,163,SUPPORT,1
facing,163,SUPPORT,1
especially,163,SUPPORT,1
types,162,SUPPORT,1
increase,161,SUPPORT,1
comes,161,SUPPORT,1
legal,161,SUPPORT,1
outbursts,161,SUPPORT,1
treated,160,SUPPORT,1
can't,160,SUPPORT,1
spread,160,SUPPORT,1
allowing,160,SUPPORT,1
thirdly,159,SUPPORT,1
heart,159,SUPPORT,1
democratic,159,SUPPORT,1
compulsive,158,SUPPORT,1
face,157,SUPPORT,1
lose,157,SUPPORT,1
abilities,157,SUPPORT,1
research,156,SUPPORT,1
accidents,156,SUPPORT,1
addicted,156,SUPPORT,1
thought,155,SUPPORT,1
complex,155,SUPPORT,1
rational,155,SUPPORT,1
underlying,155,SUPPORT,1
note,154,SUPPORT,1
evidence,154,SUPPORT,1
asleep,154,SUPPORT,1
addition,153,SUPPORT,1
history,153,SUPPORT,1
since,153,SUPPORT,1
known,153,SUPPORT,1
non,153,SUPPORT,1
better,153,SUPPORT,1
swings,153,SUPPORT,1
look,152,SUPPORT,1
angry,152,SUPPORT,1
resources,151,SUPPORT,1
mind,151,SUPPORT,1
home,150,SUPPORT,1
responsible,149,SUPPORT,1
quality,149,SUPPORT,1
death,148,SUPPORT,1
maintaining,148,SUPPORT,1
memory,148,SUPPORT,1
developing,147,SUPPORT,1
extremely,146,SUPPORT,1
deficiency,146,SUPPORT,1
sleepiness,146,SUPPORT,1
change,145,SUPPORT,1
identity,145,SUPPORT,1
furthermore,145,SUPPORT,1
impulses,145,SUPPORT,1
affected,144,SUPPORT,1
nature,144,SUPPORT,1
anything,144,SUPPORT,1
keep,143,SUPPORT,1
alcohol,143,SUPPORT,1
eat,143,SUPPORT,1
urge,143,SUPPORT,1
damage,142,SUPPORT,1
nightmares,141,SUPPORT,1
child's,141,SUPPORT,1
improve,141,SUPPORT,1
communicating,141,SUPPORT,1
judgment,140,SUPPORT,1
clearly,140,SUPPORT,1
levels,140,SUPPORT,1
desire,140,SUPPORT,1
essential,139,SUPPORT,1
thus,139,SUPPORT,1
main,139,SUPPORT,1
various,138,SUPPORT,1
range,138,SUPPORT,1
occur,138,SUPPORT,1
easily,137,SUPPORT,1
performance,137,SUPPORT,1
persistent,137,SUPPORT,1
sleeping,137,SUPPORT,1
man,137,SUPPORT,1
speak,136,SUPPORT,1
system,136,SUPPORT,1
point,135,SUPPORT,1
physically,135,SUPPORT,1
trauma,135,SUPPORT,1
pleasure,135,SUPPORT,1
acts,135,SUPPORT,1
mentally,135,SUPPORT,1
exhibit,134,SUPPORT,1
times,134,SUPPORT,1
sudden,134,SUPPORT,1
becomes,134,SUPPORT,1
variety,134,SUPPORT,1
years,133,SUPPORT,1
money,133,SUPPORT,1
disability,132,SUPPORT,1
influence,131,SUPPORT,1
schizophrenia,131,SUPPORT,1
address,130,SUPPORT,1
study,130,SUPPORT,1
impair,130,SUPPORT,1
word,130,SUPPORT,1
place,129,SUPPORT,1
discuss,129,SUPPORT,1
turn,129,SUPPORT,1
constantly,128,SUPPORT,1
said,128,SUPPORT,1
workplace,127,SUPPORT,1
safe,127,SUPPORT,1
least,127,SUPPORT,1
cope,127,SUPPORT,1
come,127,SUPPORT,1
confusion,127,SUPPORT,1
follow,127,SUPPORT,1
down,127,SUPPORT,1
impairment,126,SUPPORT,1
whole,126,SUPPORT,1
tell,126,SUPPORT,1
signs,126,SUPPORT,1
emotionally,126,SUPPORT,1
under,125,SUPPORT,1
one's,125,SUPPORT,1
choices,125,SUPPORT,1
substances,125,SUPPORT,1
called,124,SUPPORT,1
events,124,SUPPORT,1
objects,124,SUPPORT,1
appear,124,SUPPORT,1
clear,124,SUPPORT,1
level,124,SUPPORT,1
partner,124,SUPPORT,1
sexually,124,SUPPORT,1
proper,123,SUPPORT,1
ocd,123,SUPPORT,1
whether,123,SUPPORT,1
rights,123,SUPPORT,1
exercise,123,SUPPORT,1
age,123,SUPPORT,1
political,123,SUPPORT,1
deal,122,SUPPORT,1
actually,122,SUPPORT,1
requires,122,SUPPORT,1
idea,122,SUPPORT,1
effect,122,SUPPORT,1
every,121,SUPPORT,1
night,121,SUPPORT,1
frustrated,121,SUPPORT,1
inappropriate,120,SUPPORT,1
awake,120,SUPPORT,1
values,120,SUPPORT,1
pose,119,SUPPORT,1
learning,119,SUPPORT,1
belief,119,SUPPORT,1
talk,119,SUPPORT,1
love,118,SUPPORT,1
properly,118,SUPPORT,1
real,118,SUPPORT,1
diagnosed,118,SUPPORT,1
away,117,SUPPORT,1
negatively,117,SUPPORT,1
summary,117,SUPPORT,1
re,117,SUPPORT,1
instead,117,SUPPORT,1
done,117,SUPPORT,1
guilt,116,SUPPORT,1
made,116,SUPPORT,1
neglect,116,SUPPORT,1
kind,116,SUPPORT,1
typically,116,SUPPORT,1
though,115,SUPPORT,1
depressed,115,SUPPORT,1
seeking,115,SUPPORT,1
challenges,114,SUPPORT,1
anxious,114,SUPPORT,1
receive,114,SUPPORT,1
bipolar,114,SUPPORT,1
hours,113,SUPPORT,1
ones,113,SUPPORT,1
neurological,113,SUPPORT,1
mean,113,SUPPORT,1
vary,112,SUPPORT,1
end,112,SUPPORT,1
sure,112,SUPPORT,1
chronic,112,SUPPORT,1
fatigue,112,SUPPORT,1
human,110,SUPPORT,1
writing,110,SUPPORT,1
role,109,SUPPORT,1
express,109,SUPPORT,1
given,109,SUPPORT,1
impaired,109,SUPPORT,1
psychiatric,108,SUPPORT,1
dependent,108,SUPPORT,1
interactions,108,SUPPORT,1
members,108,SUPPORT,1
despite,108,SUPPORT,1
similar,108,SUPPORT,1
humor,108,SUPPORT,1
distorted,108,SUPPORT,1
men,108,SUPPORT,1
hand,107,SUPPORT,1
little,107,SUPPORT,1
contact,107,SUPPORT,1
behavioral,107,SUPPORT,1
shame,106,SUPPORT,1
loved,106,SUPPORT,1
close,105,SUPPORT,1
treat,105,SUPPORT,1
power,105,SUPPORT,1
arousal,105,SUPPORT,1
urges,105,SUPPORT,1
solution,104,SUPPORT,1
positive,104,SUPPORT,1
involves,104,SUPPORT,1
punishment,104,SUPPORT,1
sign,104,SUPPORT,1
argument,104,SUPPORT,1
areas,103,SUPPORT,1
capable,103,SUPPORT,1
past,102,SUPPORT,1
irritability,102,SUPPORT,1
size,102,SUPPORT,1
sounds,102,SUPPORT,1
driving,101,SUPPORT,1
sad,101,SUPPORT,1
tendency,101,SUPPORT,1
genetic,101,SUPPORT,1
general,101,SUPPORT,1
concentrating,100,SUPPORT,1
blood,100,SUPPORT,1
great,99,SUPPORT,1
capacity,99,SUPPORT,1
sound,99,SUPPORT,1
criminal,99,SUPPORT,1
traits,98,SUPPORT,1
awareness,98,SUPPORT,1
respect,98,SUPPORT,1
stay,98,SUPPORT,1
taken,98,SUPPORT,1
jobs,98,SUPPORT,1
refers,98,SUPPORT,1
view,97,SUPPORT,1
cycle,97,SUPPORT,1
working,96,SUPPORT,1
doctor,96,SUPPORT,1
disruptive,96,SUPPORT,1
reduce,96,SUPPORT,1
acting,96,SUPPORT,1
decreased,96,SUPPORT,1
dsm,96,SUPPORT,1
gain,96,SUPPORT,1
partners,96,SUPPORT,1
among,95,SUPPORT,1
providing,95,SUPPORT,1
managing,95,SUPPORT,1
read,95,SUPPORT,1
fall,95,SUPPORT,1
ied,95,SUPPORT,1
off,94,SUPPORT,1
manner,94,SUPPORT,1
involved,94,SUPPORT,1
perceived,94,SUPPORT,1
families,94,SUPPORT,1
injury,94,SUPPORT,1
commit,94,SUPPORT,1
interests,94,SUPPORT,1
interfere,93,SUPPORT,1
group,93,SUPPORT,1
occurs,93,SUPPORT,1
protect,93,SUPPORT,1
illegal,93,SUPPORT,1
rules,93,SUPPORT,1
injuries,93,SUPPORT,1
desires,93,SUPPORT,1
www,93,SUPPORT,1
allow,92,SUPPORT,1
they're,92,SUPPORT,1
although,92,SUPPORT,1
patterns,92,SUPPORT,1
bible,92,SUPPORT,1
generally,91,SUPPORT,1
women,91,SUPPORT,1
pressure,91,SUPPORT,1
early,91,SUPPORT,1
studies,91,SUPPORT,1
hair,91,SUPPORT,1
basic,90,SUPPORT,1
attacks,90,SUPPORT,1
complete,90,SUPPORT,1
involve,90,SUPPORT,1
false,89,SUPPORT,1
interact,89,SUPPORT,1
reading,89,SUPPORT,1
hurt,89,SUPPORT,1
fundamental,89,SUPPORT,1
spend,89,SUPPORT,1
dmdd,89,SUPPORT,1
everyday,88,SUPPORT,1
traumatic,88,SUPPORT,1
anyone,88,SUPPORT,1
law,88,SUPPORT,1
expressing,88,SUPPORT,1
saying,88,SUPPORT,1
withdrawal,88,SUPPORT,1
talking,88,SUPPORT,1
unhealthy,88,SUPPORT,1
periods,88,SUPPORT,1
topic,88,SUPPORT,1
itself,88,SUPPORT,1
sick,88,SUPPORT,1
tired,88,SUPPORT,1
let,87,SUPPORT,1
struggling,87,SUPPORT,1
feels,87,SUPPORT,1
response,87,SUPPORT,1
three,87,SUPPORT,1
source,87,SUPPORT,1
obsessive,87,SUPPORT,1
define,87,SUPPORT,1
higher,87,SUPPORT,1
ultimately,86,SUPPORT,1
back,86,SUPPORT,1
etc,86,SUPPORT,1
humorous,86,SUPPORT,1
happy,86,SUPPORT,1
fits,86,SUPPORT,1
multiple,86,SUPPORT,1
article,86,SUPPORT,1
wake,86,SUPPORT,1
normally,85,SUPPORT,1
overcome,85,SUPPORT,1
present,85,SUPPORT,1
results,85,SUPPORT,1
crime,85,SUPPORT,1
staying,85,SUPPORT,1
choice,84,SUPPORT,1
trust,84,SUPPORT,1
items,84,SUPPORT,1
meaning,84,SUPPORT,1
responsibilities,84,SUPPORT,1
becoming,84,SUPPORT,1
coping,84,SUPPORT,1
opinion,84,SUPPORT,1
productivity,84,SUPPORT,1
behave,84,SUPPORT,1
threat,84,SUPPORT,1
afraid,83,SUPPORT,1
knowledge,83,SUPPORT,1
states,83,SUPPORT,1
hold,83,SUPPORT,1
conflict,83,SUPPORT,1
government,83,SUPPORT,1
explanation,83,SUPPORT,1
statement,83,SUPPORT,1
enjoy,82,SUPPORT,1
steps,82,SUPPORT,1
rare,82,SUPPORT,1
destructive,82,SUPPORT,1
impulse,82,SUPPORT,1
ethical,81,SUPPORT,1
characteristics,81,SUPPORT,1
continue,81,SUPPORT,1
describe,81,SUPPORT,1
frequent,81,SUPPORT,1
isolated,81,SUPPORT,1
severity,81,SUPPORT,1
full,81,SUPPORT,1
personalities,81,SUPPORT,1
candidates,81,SUPPORT,1
period,81,SUPPORT,1
repetitive,81,SUPPORT,1
concerns,80,SUPPORT,1
third,80,SUPPORT,1
happen,80,SUPPORT,1
text,80,SUPPORT,1
paranoia,80,SUPPORT,1
places,79,SUPPORT,1
alone,79,SUPPORT,1
attack,79,SUPPORT,1
habits,79,SUPPORT,1
play,79,SUPPORT,1
lost,79,SUPPORT,1
meaningful,79,SUPPORT,1
movements,79,SUPPORT,1
access,78,SUPPORT,1
unique,78,SUPPORT,1
childhood,78,SUPPORT,1
confidence,78,SUPPORT,1
left,78,SUPPORT,1
experienced,78,SUPPORT,1
regulating,78,SUPPORT,1
action,78,SUPPORT,1
aspects,78,SUPPORT,1
diagnosis,78,SUPPORT,1
forms,78,SUPPORT,1
particular,78,SUPPORT,1
suicide,78,SUPPORT,1
set,78,SUPPORT,1
image,78,SUPPORT,1
dreams,78,SUPPORT,1
goes,77,SUPPORT,1
medications,77,SUPPORT,1
defined,77,SUPPORT,1
effective,77,SUPPORT,1
guidance,77,SUPPORT,1
either,77,SUPPORT,1
symptom,77,SUPPORT,1
woman,77,SUPPORT,1
shown,77,SUPPORT,1
choose,77,SUPPORT,1
essay,77,SUPPORT,1
setting,76,SUPPORT,1
property,76,SUPPORT,1
education,76,SUPPORT,1
diabetes,76,SUPPORT,1
definition,76,SUPPORT,1
major,75,SUPPORT,1
challenging,75,SUPPORT,1
treatments,75,SUPPORT,1
move,75,SUPPORT,1
appearance,75,SUPPORT,1
norms,75,SUPPORT,1
next,74,SUPPORT,1
everything,74,SUPPORT,1
duties,74,SUPPORT,1
meet,74,SUPPORT,1
limited,74,SUPPORT,1
pattern,74,SUPPORT,1
depending,74,SUPPORT,1
amount,74,SUPPORT,1
ideas,74,SUPPORT,1
irrational,73,SUPPORT,1
stable,73,SUPPORT,1
short,73,SUPPORT,1
obsession,73,SUPPORT,1
confused,73,SUPPORT,1
pmdd,73,SUPPORT,1
bid,73,SUPPORT,1
constant,72,SUPPORT,1
combination,72,SUPPORT,1
achieve,72,SUPPORT,1
discomfort,72,SUPPORT,1
special,72,SUPPORT,1
kids,71,SUPPORT,1
available,71,SUPPORT,1
religious,71,SUPPORT,1
moreover,71,SUPPORT,1
instructions,71,SUPPORT,1
hear,70,SUPPORT,1
speaking,70,SUPPORT,1
regular,70,SUPPORT,1
healthcare,70,SUPPORT,1
says,70,SUPPORT,1
story,70,SUPPORT,1
motivation,70,SUPPORT,1
misunderstandings,70,SUPPORT,1
disabilities,70,SUPPORT,1
factor,70,SUPPORT,1
victim,70,SUPPORT,1
i'm,69,SUPPORT,1
simple,69,SUPPORT,1
socially,69,SUPPORT,1
environmental,69,SUPPORT,1
believed,69,SUPPORT,1
questions,69,SUPPORT,1
victims,69,SUPPORT,1
implications,69,SUPPORT,1
perception,69,SUPPORT,1
prioritize,68,SUPPORT,1
future,68,SUPPORT,1
respond,68,SUPPORT,1
bodies,68,SUPPORT,1
stigma,68,SUPPORT,1
difference,68,SUPPORT,1
reckless,68,SUPPORT,1
mistakes,68,SUPPORT,1
possibility,68,SUPPORT,1
crucial,67,SUPPORT,1
citizens,67,SUPPORT,1
cultural,67,SUPPORT,1
agree,67,SUPPORT,1
consistent,67,SUPPORT,1
population,67,SUPPORT,1
watch,67,SUPPORT,1
sins,67,SUPPORT,1
syndrome,67,SUPPORT,1
includes,66,SUPPORT,1
young,66,SUPPORT,1
terms,66,SUPPORT,1
illnesses,66,SUPPORT,1
lies,66,SUPPORT,1
sadness,66,SUPPORT,1
co,66,SUPPORT,1
simply,66,SUPPORT,1
suggests,66,SUPPORT,1
amusing,66,SUPPORT,1
longer,66,SUPPORT,1
uncontrollable,66,SUPPORT,1
https,66,SUPPORT,1
ill,65,SUPPORT,1
seems,65,SUPPORT,1
abnormal,65,SUPPORT,1
diseases,65,SUPPORT,1
overwhelmed,64,SUPPORT,1
outside,64,SUPPORT,1
threatening,64,SUPPORT,1
wants,64,SUPPORT,1
people's,64,SUPPORT,1
highly,64,SUPPORT,1
morality,64,SUPPORT,1
policies,64,SUPPORT,1
crimes,64,SUPPORT,1
impulsivity,64,SUPPORT,1
large,64,SUPPORT,1
punished,64,SUPPORT,1
daytime,64,SUPPORT,1
american,63,SUPPORT,1
step,63,SUPPORT,1
side,63,SUPPORT,1
friend,63,SUPPORT,1
area,63,SUPPORT,1
remembering,63,SUPPORT,1
apd,63,SUPPORT,1
determine,62,SUPPORT,1
purpose,62,SUPPORT,1
country,62,SUPPORT,1
association,62,SUPPORT,1
interaction,62,SUPPORT,1
parental,62,SUPPORT,1
principles,62,SUPPORT,1
distinguish,62,SUPPORT,1
steal,62,SUPPORT,1
motor,62,SUPPORT,1
election,62,SUPPORT,1
math,62,SUPPORT,1
homes,61,SUPPORT,1
exacerbate,61,SUPPORT,1
lifestyle,61,SUPPORT,1
later,61,SUPPORT,1
old,61,SUPPORT,1
forming,61,SUPPORT,1
unstable,61,SUPPORT,1
susceptible,61,SUPPORT,1
plan,61,SUPPORT,1
adults,61,SUPPORT,1
spending,61,SUPPORT,1
ed,61,SUPPORT,1
realize,60,SUPPORT,1
completely,60,SUPPORT,1
presence,60,SUPPORT,1
importance,60,SUPPORT,1
doesn't,60,SUPPORT,1
gets,59,SUPPORT,1
share,59,SUPPORT,1
matter,59,SUPPORT,1
rate,59,SUPPORT,1
neighbors,59,SUPPORT,1
uncomfortable,59,SUPPORT,1
behaviours,59,SUPPORT,1
concentration,59,SUPPORT,1
concept,59,SUPPORT,1
conversation,59,SUPPORT,1
memories,59,SUPPORT,1
fulfilling,58,SUPPORT,1
com,58,SUPPORT,1
accept,58,SUPPORT,1
vulnerable,58,SUPPORT,1
deep,58,SUPPORT,1
unsafe,58,SUPPORT,1
integrity,58,SUPPORT,1
reasoning,58,SUPPORT,1
happens,58,SUPPORT,1
mother,58,SUPPORT,1
skin,58,SUPPORT,1
breathing,57,SUPPORT,1
concern,57,SUPPORT,1
above,57,SUPPORT,1
options,57,SUPPORT,1
surroundings,57,SUPPORT,1
argue,57,SUPPORT,1
focused,57,SUPPORT,1
touch,57,SUPPORT,1
paranoid,57,SUPPORT,1
failure,56,SUPPORT,1
house,56,SUPPORT,1
hence,56,SUPPORT,1
head,56,SUPPORT,1
laws,56,SUPPORT,1
preoccupation,56,SUPPORT,1
groups,56,SUPPORT,1
fun,56,SUPPORT,1
habit,56,SUPPORT,1
rest,56,SUPPORT,1
pay,56,SUPPORT,1
complications,56,SUPPORT,1
intake,56,SUPPORT,1
stressful,55,SUPPORT,1
paper,55,SUPPORT,1
last,55,SUPPORT,1
free,55,SUPPORT,1
position,55,SUPPORT,1
worth,55,SUPPORT,1
dealing,55,SUPPORT,1
stealing,55,SUPPORT,1
told,55,SUPPORT,1
held,55,SUPPORT,1
instance,55,SUPPORT,1
asd,55,SUPPORT,1
himself,55,SUPPORT,1
unusual,55,SUPPORT,1
ssd,55,SUPPORT,1
shows,54,SUPPORT,1
genetics,54,SUPPORT,1
influenced,54,SUPPORT,1
